player_id,causal_war,point_estimate_per_pa,pa,trad_war,pa_total,position,ip_total,rank_causal,rank_trad,rank_diff,name,baseline_year,tag,hit,basis
623465,0.65,0.032,252,-0.53,,pitcher,54.666666666666664,159,475,316,Evan Phillips,2024,RELIEVER LEVERAGE GAP,True,war_delta
670950,0.78,0.0353,276,-0.3,,pitcher,65.33333333333334,135,446,311,Trevor Richards,2024,OTHER,True,war_delta
608723,0.7,0.0353,247,-0.16,,pitcher,61.0,148,418,270,Austin Voth,2024,OTHER,,no_2026_record
676395,0.68,0.0342,247,-0.12,,pitcher,59.666666666666664,153,411,258,Robert Garcia,2024,RELIEVER LEVERAGE GAP,True,war_delta
670036,0.21,0.0267,99,-0.86,,pitcher,23.666666666666668,255,512,257,Matt Festa,2024,RELIEVER LEVERAGE GAP,True,war_delta
518886,0.13,0.0069,230,-1.03,,pitcher,52.333333333333336,283,517,234,Craig Kimbrel,2024,RELIEVER LEVERAGE GAP,True,war_delta
681517,0.8,0.0526,191,0.17,,pitcher,48.666666666666664,131,362,231,Kyle Leahy,2024,RELIEVER LEVERAGE GAP,True,war_delta
669713,0.37,0.0164,283,-0.29,,pitcher,67.66666666666667,214,443,229,Hayden Wesneski,2024,OTHER,True,war_delta
571948,0.2,0.0095,262,-0.57,,pitcher,64.66666666666667,256,481,225,Hoby Milner,2024,OTHER,False,war_delta
660825,0.54,0.0631,107,-0.02,,pitcher,27.666666666666668,174,394,220,Eduard Bazardo,2024,RELIEVER LEVERAGE GAP,True,war_delta
660670,0.29,0.0164,221,0.02,222.0,batter,,119,337,218,Ronald Acuña,2024,OTHER,True,war_delta
543859,0.42,0.0155,338,-0.15999999999999992,,pitcher,79.33333333333333,201,417,216,Michael Tonkin,2024,OTHER,True,war_delta
605137,0.0,0.0,599,-0.30000000000000004,603.0,batter,,163,378,215,Josh Bell,2024,GENUINE EDGE?,True,war_delta
678495,0.36,0.0206,220,-0.19,,pitcher,52.333333333333336,215,430,215,Randy Rodríguez,2024,RELIEVER LEVERAGE GAP,True,war_delta
656248,-0.2,-0.0233,107,-0.59,108.0,batter,,200,413,213,Sean Bouchard,2024,OTHER,False,war_delta
668885,-0.37,-0.018,255,-0.98,257.0,batter,,231,436,205,Austin Martin,2024,OTHER,True,war_delta
571946,0.51,0.0284,224,0.09,,pitcher,55.666666666666664,177,379,202,Shelby Miller,2024,RELIEVER LEVERAGE GAP,True,war_delta
656976,0.77,0.0606,158,0.61,158.0,batter,,70,267,197,Pavin Smith,2024,OTHER,False,war_delta
592178,-0.38,-0.0308,155,-0.79,155.0,batter,,233,425,192,Kris Bryant,2024,OTHER,True,war_delta
592773,0.1,0.0046,271,-0.58,,pitcher,55.33333333333333,293,485,192,Ryne Stanek,2024,RELIEVER LEVERAGE GAP,False,war_delta
623211,0.69,0.0402,216,0.22000000000000003,,pitcher,51.66666666666667,151,341,190,Huascar Brazobán,2024,RELIEVER LEVERAGE GAP,True,war_delta
519317,0.96,0.0233,515,0.8,459.0,batter,,55,240,185,Giancarlo Stanton,2024,GENUINE EDGE?,True,war_delta
675627,0.09,0.0053,218,-0.57,,pitcher,51.0,297,481,184,Michael Grove,2024,RELIEVER LEVERAGE GAP,,no_2026_record
684320,0.4,0.0137,367,0.04,,pitcher,86.66666666666667,208,387,179,Yariel Rodríguez,2024,OTHER,True,war_delta
621466,-0.44,-0.0287,193,-0.78,194.0,batter,,246,424,178,DJ Stewart,2024,OTHER,,no_2026_record
