player_id,causal_war,point_estimate_per_pa,pa,trad_war,pa_total,position,ip_total,name,baseline_year,_rank_group,proj_woba,rank_trad,rank_model,rank_diff,hit,basis
461314,0.81,0.0222,456,-1.33,467.0,batter,,Matt Kemp,2017,batter,0.3315970724129003,433,135,298,True,war_delta
592206,1.74,0.0328,664,0.09,665.0,batter,,Nick Castellanos,2017,batter,0.34865353232695023,312,69,243,True,war_delta
452655,0.32,0.0074,534,-1.29,542.0,batter,,Denard Span,2017,batter,0.32881395575559513,431,198,233,True,war_delta
434670,0.54,0.0122,558,-0.38,553.0,batter,,Hanley Ramírez,2017,batter,0.3412965873178443,371,164,207,True,war_delta
571431,0.8,0.0278,360,-0.06,367.0,batter,,Matt Adams,2017,batter,0.3363652743552532,330,136,194,True,war_delta
630111,0.4,0.0283,177,-0.44,180.0,batter,,Yasmany Tomás,2017,batter,0.3429076654352973,378,184,194,,no_2026_record
471865,0.5,0.0117,536,-0.26,534.0,batter,,Carlos González,2017,batter,0.34844269449366483,361,169,192,True,war_delta
448602,2.06,0.0432,595,0.72,593.0,batter,,Mark Reynolds,2017,batter,0.3460005274843784,238,54,184,False,war_delta
543484,1.07,0.0355,378,0.2,379.0,batter,,Mikie Mahtook,2017,batter,0.3355688390931965,301,117,184,True,war_delta
608384,1.04,0.0378,343,0.2,343.0,batter,,Nick Williams,2017,batter,0.36110171110215544,301,118,183,False,war_delta
408234,0.08,0.0018,519,-0.87,529.0,batter,,Miguel Cabrera,2017,batter,0.3648454898494047,412,235,177,True,war_delta
407812,0.5,0.0145,430,-0.14,427.0,batter,,Matt Holliday,2017,batter,0.33192259795410345,341,169,172,True,war_delta
592626,0.28,0.0103,342,-0.42,323.0,batter,,Joc Pederson,2017,batter,0.34996508908159507,376,208,168,True,war_delta
606132,0.16,0.0116,167,-0.6,171.0,batter,,Raimel Tapia,2017,batter,0.33836788691759484,391,223,168,True,war_delta
608577,0.29,0.006,609,-0.35,616.0,batter,,Nomar Mazara,2017,batter,0.3448799595210287,368,206,162,True,war_delta
571830,-0.03,-0.0006,529,-0.92,533.0,batter,,Tommy Joseph,2017,batter,0.33592370990225084,418,259,159,,no_2026_record
519346,2.31,0.0533,542,1.12,551.0,batter,,Eric Thames,2017,batter,0.36221408433017616,198,44,154,False,war_delta
518614,0.26,0.008,408,-0.26,398.0,batter,,Daniel Descalso,2017,batter,0.32386585635086196,361,210,151,True,war_delta
595885,0.49,0.0278,220,0.01,170.0,batter,,Greg Bird,2017,batter,0.353663578123501,320,173,147,True,war_delta
656941,0.43,0.0107,501,-0.02,486.0,batter,,Kyle Schwarber,2017,batter,0.35156970025315104,325,179,146,True,war_delta
150029,-0.02,-0.001,308,-0.71,289.0,batter,,Jayson Werth,2017,batter,0.31405921769772155,398,257,141,,no_2026_record
600303,0.65,0.0535,151,0.24,151.0,batter,,Tommy La Stella,2017,batter,0.34487305095563725,291,155,136,False,war_delta
594809,0.69,0.0851,102,0.3,107.0,batter,,Adam Eaton,2017,batter,0.35214580244102706,285,152,133,True,war_delta
608385,0.74,0.0678,136,0.34,137.0,batter,,Jesse Winker,2017,batter,0.36534657052816233,279,147,132,False,war_delta
527038,0.45,0.0158,359,0.16,362.0,batter,,Wilmer Flores,2017,batter,0.34020623427880936,308,176,132,True,war_delta
