player_id,pa_f,woba_f,pred_ridge_1yr,pred_current_v1,pred_marcel,pred_ridge_3yr,pred_shrunk_raw,pred_naive,followup_season,pa,coef_centered,a_lo,a_hi,a_sd,b_sd,b_lo,b_hi,baseline_season,ci_a_lo,ci_a_hi,ci_b_lo,ci_b_hi,ci_ab_lo,ci_ab_hi,ci_pred_lo,ci_pred_hi
682928,602.0,0.328271808040222,0.3173930155398051,0.3231528699135425,0.3216460570935334,0.3139738021015074,0.3236910726096441,0.3289528699135425,2024,605,-0.011559854373737407,-0.036004607964960265,0.012837133755502023,0.012647295118215848,0.01662019127287895,-0.044134830684747064,0.021015121937272254,2023,0.29294826194858226,0.34179000366904455,0.28481803922879545,0.34996799185081473,0.27645909232939625,0.35832693875021393,0.2646625620200046,0.3701234690596056
547989,120.0,0.1716666638851166,0.3228751880985411,0.3208528699135425,0.3362221766794295,0.3501672596117759,0.3221637720612059,0.3289528699135425,2024,630,-0.006077681815001352,-0.030797494351682924,0.019200881796775465,0.012723333219338651,0.016312619268038862,-0.03804982807387166,0.025894464443868954,2023,0.29815537556185956,0.348153751710318,0.29090304183967086,0.35484733435741145,0.28232786001763777,0.36342251617944454,0.2246523161988866,0.4210980599981957
677800,446.0,0.3429054015123092,0.3292443028687977,0.3822528699135425,0.3513736096507551,0.3256050925274112,0.3375927557006557,0.3289528699135425,2024,84,0.0002914329552551609,-0.016822656523277767,0.01914916942279566,0.009132716058531273,0.023564865043462356,-0.04589485383047795,0.04647771974098827,2023,0.31213021339026475,0.34810203933633815,0.2830580160830646,0.3754305896545308,0.2797107210056605,0.37877788473193486,0.2625064627717695,0.3959821429658259
660670,222.0,0.3384615328516895,0.3944282958573206,0.4383528699135425,0.3998610714067297,0.3890990380254287,0.3955222304015835,0.3289528699135425,2024,741,0.06547542594377817,0.038122699883529385,0.09411959882517609,0.013949494785776898,0.015615963270481176,0.03486870034973475,0.0960821515378216,2023,0.3670755697970719,0.4230724687387186,0.36382157026327727,0.42503502145136407,0.3533883763212163,0.435468215393425,0.3196004141363893,0.469256177578252
642715,700.0,0.346987083019793,0.3262342001402444,0.3271528699135425,0.3348827813357157,0.3383662007173663,0.3264160892078993,0.3289528699135425,2024,641,-0.0027186697732980323,-0.027676592156780307,0.0218889131621652,0.012780635849628734,0.01629059277731571,-0.03464764490364516,0.029210305357049094,2023,0.3012762777567622,0.3508417830757077,0.29430522500989736,0.3581631752705916,0.28565167668639896,0.36681672359408996,0.2762530129887613,0.3762153872917276
656180,130.0,0.2910852667897247,0.3269466020423463,0.3467528699135425,0.3223179975992764,0.3158773163088031,0.3337602682607687,0.3289528699135425,2024,156,-0.0020062678711961837,-0.024197592627725042,0.022447916425711204,0.01197787443662232,0.022016680437100054,-0.04515816858703987,0.0411456328446475,2023,0.30475527728581747,0.3514007863392537,0.28379470132650264,0.37009850275819,0.2778220804716942,0.37607112361299844,0.2278300047774317,0.42606319930726094
666176,451.0,0.3070469761321475,0.3203967845138539,0.3031528699135425,0.3125785633147361,0.3078006933924845,0.3255445142930527,0.3289528699135425,2024,62,-0.008556085399688567,-0.026354901854772916,0.011953198535699684,0.0097346490949539,0.02410696750512546,-0.05580487348621187,0.03869270268683474,2023,0.3025979680587696,0.3409060684492422,0.2731479964273306,0.3676455726003772,0.26944114059121094,0.37135242843649696,0.2531101954046132,0.3876833736230947
605113,228.0,0.2595555506812201,0.2961731673511188,0.2478528699135425,0.2851213335005244,0.2932951175191897,0.3028126921657803,0.3289528699135425,2024,203,-0.032779702562423685,-0.05257100353193348,-0.01233426175900928,0.010341186347114792,0.021151169784846394,-0.07423523357161442,0.00867582844676705,2023,0.276381866381609,0.31661860815453324,0.25471763634192807,0.33762869836030956,0.25002810069834935,0.3423182340038883,0.2170637147746579,0.3752826199275797
645277,443.0,0.3098416247518893,0.3398895437413872,0.3603528699135425,0.3476542397971411,0.3362001139394776,0.3502290414675343,0.3289528699135425,2024,668,0.010936673827844738,-0.014643057139044319,0.03837885295367082,0.013755711828530413,0.016085284432750754,-0.02058990434142953,0.042463251997119006,2023,0.3143098127744982,0.36733172286721333,0.30836296557211296,0.37141612191066153,0.2984069635068374,0.3813721239759371,0.28217986002556295,0.39759922745721155
669397,105.0,0.2245098001816693,0.294644439141678,0.2556528699135425,0.2789587729250978,0.2867624424501958,0.2965949697837434,0.3289528699135425,2024,321,-0.03430843077186448,-0.05504101389082066,-0.012426531594609953,0.010962482176920476,0.019388723436217906,-0.07230963041305927,0.0036927688693302943,2023,0.27391185602272183,0.31652633831893257,0.25664323950048323,0.3326456387828728,0.25098962968305405,0.338299248600302,0.18833441163336467,0.4009544666499914
624413,753.0,0.3514056181013983,0.34588290607015,0.3571528699135425,0.3606308200612316,0.371252485892035,0.344684510484688,0.3289528699135425,2024,642,0.01693003615660748,-0.010689768888482352,0.0458156320823141,0.014717129579639542,0.016315618742438434,-0.01504798896405854,0.0489080612772735,2023,0.31826310102506017,0.3747685019958566,0.313904880949484,0.377860931190816,0.30281748316439716,0.3889483289759028,0.29692192095773134,0.39484389118256863
